4
4
800000,800000,1900000,400000,600000,900000,900000,900000,1600000,400000,1800000,1900000,700000,1600000,800000,1000000,1100000,600000,1400000,1400000,1000000,700000,1000000,1100000,500000
1000000,900000,1500000,500000,700000,1100000,1000000,800000,1500000,300000,1200000,1400000,800000,1300000,1100000,1300000,900000,500000,1500000,1400000,900000,500000,1200000,1200000,700000
