4
4
1400000,1500000,1100000,1300000,1500000,900000,1400000,1200000,900000,1400000,1300000,600000,1400000,1300000,1300000,1500000,1600000,1000000,1700000,1500000,700000,1100000,800000,1300000,600000
400000,1100000,500000,400000,1200000,200000,600000,300000,700000,1500000,1300000,400000,1200000,900000,1200000,600000,1400000,800000,1200000,700000,300000,1000000,600000,700000,200000
