4
4
1800000,1300000,2000000,1900000,1300000,1200000,1400000,1000000,1500000,1300000,1500000,1100000,1900000,1000000,1600000,1600000,1700000,1000000,1700000,1200000,300000,1900000,1200000,1500000,1600000
900000,300000,1500000,900000,600000,800000,1400000,900000,1300000,500000,500000,600000,1300000,400000,900000,700000,1500000,700000,1100000,900000,200000,1100000,1200000,1400000,1200000
