4
4
1800000,1500000,1900000,1700000,2000000,1700000,1400000,1900000,2000000,1600000,1300000,1100000,1900000,1700000,1500000,1300000,1700000,1400000,1700000,1500000,1300000,900000,1200000,1200000,900000,1200000,900000,700000,1100000,800000,1100000,900000,600000,1200000,1000000,700000,400000
1500000,1500000,1400000,1400000,1300000,1300000,1300000,1200000,1100000,1100000,1100000,1100000,1000000,1000000,1000000,1000000,900000,900000,800000,800000,800000,800000,700000,600000,600000,500000,500000,500000,400000,400000,300000,300000,300000,200000,200000,200000,200000
