4
4
600000,1100000,700000,1000000,500000,900000,1200000,900000,500000,1300000,1400000,600000,1500000,400000,1500000,1200000,1300000,1500000,1800000,1500000,1300000,500000,1300000,1800000,300000
800000,1400000,900000,1100000,400000,600000,1200000,900000,300000,1300000,1200000,300000,1400000,400000,1300000,900000,1500000,1500000,1300000,1100000,1100000,600000,1000000,1400000,400000
